Time,Type,Length
9244376982000,MWr,40
9244377017000,MWr,40
9244377052000,MWr,40
9244377087000,MWr,40
9244377122000,MWr,40
9244377161000,MWr,40
9244377196000,MWr,40
9244377231000,MWr,40
9244377268000,MWr,40
9244377303000,MWr,40
9244377338000,MWr,40
9244377373000,MWr,40
9244377412000,MWr,40
9244377447000,MWr,40
9244377482000,MWr,40
9244377517000,MWr,40
9244377552000,MWr,40
9244377587000,MWr,40
9244377622000,MWr,40
9244377661000,MWr,40
9244377696000,MWr,40
9244377731000,MWr,40
9244377766000,MWr,40
9244377801000,MWr,40
9244377836000,MWr,40
9244377871000,MWr,40
9244377906000,MWr,40
9244377945000,MWr,40
9244378220000,MWr,4
9244378306000,MWr,1
9244382564000,MWr,1
9244409220000,MWr,1
9244409462000,MRd,10
9244410388000,CplD,10
9244410754000,MRd,e
9244411672000,CplD,e
9244429964000,MWr,40
9244430003000,MWr,40
9244430038000,MWr,40
9244430084000,MWr,40
9244430121000,MWr,40
9244430156000,MWr,40
9244430191000,MWr,40
9244430226000,MWr,40
9244430265000,MWr,40
9244430300000,MWr,40
9244430335000,MWr,40
9244430370000,MWr,40
9244430405000,MWr,40
9244430440000,MWr,40
9244430475000,MWr,40
9244430510000,MWr,40
9244432692000,MWr,40
9244432727000,MWr,40
9244432762000,MWr,40
9244432797000,MWr,40
9244432832000,MWr,40
9244432871000,MWr,40
9244432906000,MWr,40
9244432941000,MWr,40
9244432976000,MWr,40
9244433011000,MWr,40
9244433046000,MWr,40
9244433096000,MWr,40
9244433135000,MWr,40
9244433170000,MWr,40
9244433207000,MWr,40
9244433242000,MWr,40
9244433650000,MWr,40
9244433685000,MWr,40
9244433720000,MWr,40
9244433755000,MWr,40
9244433790000,MWr,40
9244433825000,MWr,40
9244433860000,MWr,40
9244433897000,MWr,40
9244433936000,MWr,40
9244433971000,MWr,40
9244434006000,MWr,40
9244434041000,MWr,40
9244434076000,MWr,40
9244434111000,MWr,40
9244434146000,MWr,40
9244434185000,MWr,40
9244435748000,MWr,40
9244435783000,MWr,40
9244435818000,MWr,40
9244435854000,MWr,40
9244437640000,MWr,40
9244437675000,MWr,40
9244437710000,MWr,40
9244437745000,MWr,40
9244437780000,MWr,40
9244437817000,MWr,40
9244437856000,MWr,40
9244437891000,MWr,40
9244437926000,MWr,40
9244437961000,MWr,40
9244437996000,MWr,40
9244438031000,MWr,40
9244438488000,MWr,40
9244438523000,MWr,40
9244438558000,MWr,40
9244438593000,MWr,40
9244438632000,MWr,40
9244438667000,MWr,40
9244438702000,MWr,40
9244438737000,MWr,40
9244438772000,MWr,40
9244438807000,MWr,40
9244438842000,MWr,40
9244438881000,MWr,40
9244438916000,MWr,40
9244438951000,MWr,40
9244438988000,MWr,40
9244439023000,MWr,40
9244440768000,MWr,40
9244440801000,MWr,40
9244440836000,MWr,40
9244440873000,MWr,40
9244440908000,MWr,40
9244440943000,MWr,40
9244440982000,MWr,40
9244441017000,MWr,40
9244441052000,MWr,40
9244441087000,MWr,40
9244441122000,MWr,40
9244441157000,MWr,40
9244441192000,MWr,40
9244441231000,MWr,40
9244441266000,MWr,40
9244441301000,MWr,40
9244442238000,MWr,40
9244442277000,MWr,40
9244442312000,MWr,40
9244442347000,MWr,40
9244442382000,MWr,40
9244442417000,MWr,40
9244442454000,MWr,40
9244442489000,MWr,40
9244442528000,MWr,40
9244442563000,MWr,40
9244442598000,MWr,40
9244442633000,MWr,40
9244442668000,MWr,40
9244442703000,MWr,40
9244442738000,MWr,40
9244442777000,MWr,40
9244444216000,MWr,40
9244444251000,MWr,40
9244444286000,MWr,40
9244444323000,MWr,40
9244444362000,MWr,40
9244444397000,MWr,40
9244444432000,MWr,40
9244444467000,MWr,40
9244444502000,MWr,40
9244444537000,MWr,40
9244444572000,MWr,40
9244444611000,MWr,40
9244444646000,MWr,40
9244444681000,MWr,40
9244444716000,MWr,40
9244444751000,MWr,40
9244445024000,MWr,4
9244445108000,MWr,1
9244447944000,MWr,1
9244468414000,MWr,1
9244468654000,MRd,10
9244469568000,CplD,10
9244532074000,MWr,40
9244532113000,MWr,40
9244532148000,MWr,40
9244532183000,MWr,40
9244532218000,MWr,40
9244532255000,MWr,40
9244532290000,MWr,40
9244532325000,MWr,40
9244532360000,MWr,40
9244532399000,MWr,40
9244532434000,MWr,40
9244532469000,MWr,40
9244532514000,MWr,40
9244532549000,MWr,40
9244532584000,MWr,40
9244532619000,MWr,40
9244532900000,MWr,4
9244532984000,MWr,1
9244542028000,MWr,1
9245618802000,MWr,1
9245619040000,MRd,10
9245620002000,CplD,10
9245620362000,MRd,e
9245621282000,CplD,e
9245661964000,MWr,2
9245662108000,MRd,2
9245669546000,CplD,2
9245669976000,MWr,40
9245670011000,MWr,40
9245670046000,MWr,40
9245670081000,MWr,40
9245670116000,MWr,40
9245670155000,MWr,40
9245670190000,MWr,40
9245670225000,MWr,40
9245670260000,MWr,40
9245670295000,MWr,40
9245670470000,MRd,2
9245671276000,CplD,2
9245707556000,MWr,40
9245707593000,MWr,40
9245707628000,MWr,40
9245707667000,MWr,40
9245707702000,MWr,40
9245707737000,MWr,40
9245707772000,MWr,40
9245707807000,MWr,40
9245707842000,MWr,40
9245707877000,MWr,40
9245707912000,MWr,40
9245707951000,MWr,40
9245707986000,MWr,40
9245708021000,MWr,40
9245708056000,MWr,40
9245708091000,MWr,40
9245710858000,MWr,40
9245710893000,MWr,40
9245710928000,MWr,40
9245710963000,MWr,40
9245710998000,MWr,40
9245711033000,MWr,40
9245711072000,MWr,40
9245711107000,MWr,40
9245711142000,MWr,40
9245711177000,MWr,40
9245711212000,MWr,40
9245711247000,MWr,40
9245711282000,MWr,40
9245711321000,MWr,40
9245711356000,MWr,40
9245711391000,MWr,40
9245712766000,MWr,40
9245712801000,MWr,40
9245712836000,MWr,40
9245712875000,MWr,40
9245712910000,MWr,40
9245712945000,MWr,40
9245712980000,MWr,40
9245713015000,MWr,40
9245713050000,MWr,40
9245713085000,MWr,40
9245713140000,MWr,40
9245713175000,MWr,40
9245713210000,MWr,40
9245713245000,MWr,40
9245713280000,MWr,40
9245713315000,MWr,40
9245714684000,MWr,40
9245714723000,MWr,40
9245714758000,MWr,40
9245714793000,MWr,40
9245714828000,MWr,40
9245714863000,MWr,40
9245714898000,MWr,40
9245714933000,MWr,40
9245714972000,MWr,40
9245715007000,MWr,40
9245715042000,MWr,40
9245715077000,MWr,40
9245715112000,MWr,40
9245715147000,MWr,40
9245715182000,MWr,40
9245715221000,MWr,40
9245717270000,MWr,40
9245717309000,MWr,40
9245717344000,MWr,40
9245717379000,MWr,40
9245717414000,MWr,40
9245717449000,MWr,40
9245717484000,MWr,40
9245717519000,MWr,40
9245717558000,MWr,40
9245717593000,MWr,40
9245717628000,MWr,40
9245717663000,MWr,40
9245717698000,MWr,40
9245717733000,MWr,40
9245717768000,MWr,40
9245717803000,MWr,40
9245719188000,MWr,40
9245719223000,MWr,40
9245719258000,MWr,40
9245719293000,MWr,40
9245719328000,MWr,40
9245719363000,MWr,40
9245719402000,MWr,40
9245719437000,MWr,40
9245719472000,MWr,40
9245719507000,MWr,40
9245719542000,MWr,40
9245719577000,MWr,40
9245719612000,MWr,40
9245719651000,MWr,40
9245719686000,MWr,40
9245719721000,MWr,40
9245721098000,MWr,40
9245721133000,MWr,40
9245721170000,MWr,40
9245721207000,MWr,40
9245721244000,MWr,40
9245721277000,MWr,40
9245721314000,MWr,40
9245721349000,MWr,40
9245721382000,MWr,40
9245721419000,MWr,40
9245721456000,MWr,40
9245721491000,MWr,40
9245721526000,MWr,40
9245721563000,MWr,40
9245721596000,MWr,40
9245721631000,MWr,40
9245723018000,MWr,40
9245723053000,MWr,40
9245723088000,MWr,40
9245723123000,MWr,40
9245723158000,MWr,40
9245723193000,MWr,40
9245723228000,MWr,40
9245723263000,MWr,40
9245723302000,MWr,40
9245723337000,MWr,40
9245723372000,MWr,40
9245723407000,MWr,40
9245723442000,MWr,40
9245723477000,MWr,40
9245723512000,MWr,40
9245723551000,MWr,40
9245723828000,MWr,4
9245723912000,MWr,1
9245729450000,MWr,1
9246565692000,MWr,1
9246565932000,MRd,10
9246567136000,CplD,10
9246571934000,MRd,80
9246571942000,MRd,80
9246571948000,MRd,80
9246571956000,MRd,80
9246571964000,MRd,80
9246572826000,CplD,40
9246572860500,CplD,40
9246572895000,CplD,40
9246572929500,CplD,40
9246572968000,CplD,40
9246573002500,CplD,40
9246573037000,CplD,40
9246573071500,CplD,40
9246573106000,CplD,40
9246573140500,CplD,40
9246637316000,MWr,40
9246637351000,MWr,40
9246637386000,MWr,40
9246637421000,MWr,40
9246637458000,MWr,40
9246637491000,MWr,40
9246637528000,MWr,40
9246637567000,MWr,40
9246637602000,MWr,40
9246637637000,MWr,40
9246637672000,MWr,40
9246637724000,MWr,40
9246637759000,MWr,40
9246637794000,MWr,40
9246637833000,MWr,40
9246637868000,MWr,40
9246639762000,MWr,40
9246639797000,MWr,40
9246639832000,MWr,40
9246639867000,MWr,40
9246639906000,MWr,40
9246639941000,MWr,40
9246639976000,MWr,40
9246640011000,MWr,40
9246640046000,MWr,40
9246640081000,MWr,40
9246640116000,MWr,40
9246640151000,MWr,40
9246640190000,MWr,40
9246640225000,MWr,40
9246640260000,MWr,40
9246640295000,MWr,40
9246640572000,MWr,4
9246640656000,MWr,1
9246650914000,MWr,1
9246719884000,MWr,1
9246720120000,MRd,10
9246721040000,CplD,10
9246721400000,MRd,e
9246722468000,CplD,e
9246764414000,MWr,2
9246764554000,MRd,2
9246772004000,CplD,2
9246772428000,MWr,40
9246772463000,MWr,40
9246772504000,MWr,40
9246772539000,MWr,40
9246772574000,MWr,40
9246772609000,MWr,40
9246772644000,MWr,40
9246772679000,MWr,40
9246772714000,MWr,40
9246772753000,MWr,40
9246772922000,MRd,2
9246773794000,CplD,2
9246813530000,MWr,40
9246813565000,MWr,40
9246813600000,MWr,40
9246813635000,MWr,40
9246813674000,MWr,40
9246813709000,MWr,40
9246813744000,MWr,40
9246813779000,MWr,40
9246813814000,MWr,40
9246813849000,MWr,40
9246813884000,MWr,40
9246813923000,MWr,40
9246813958000,MWr,40
9246813993000,MWr,40
9246814028000,MWr,40
9246814063000,MWr,40
9246814098000,MWr,40
9246814133000,MWr,40
9246814168000,MWr,40
9246814209000,MWr,40
9246814244000,MWr,40
9246814279000,MWr,40
9246814314000,MWr,40
9246814349000,MWr,40
9246814384000,MWr,40
9246814419000,MWr,40
9246814458000,MWr,40
9246814493000,MWr,40
9246814528000,MWr,40
9246814563000,MWr,40
9246814598000,MWr,40
9246814633000,MWr,40
9246814668000,MWr,40
9246814707000,MWr,40
9246814742000,MWr,40
9246814777000,MWr,40
9246814812000,MWr,40
9246814847000,MWr,40
9246814882000,MWr,40
9246814917000,MWr,40
9246814956000,MWr,40
9246814993000,MWr,40
9246815028000,MWr,40
9246815063000,MWr,40
9246815098000,MWr,40
9246815133000,MWr,40
9246815168000,MWr,40
9246815203000,MWr,40
9246815394000,MWr,40
9246815442000,MWr,40
9246815481000,MWr,40
9246815516000,MWr,40
9246820644000,MWr,40
9246820679000,MWr,40
9246820718000,MWr,40
9246820753000,MWr,40
9246820788000,MWr,40
9246820823000,MWr,40
9246820858000,MWr,40
9246820893000,MWr,40
9246820928000,MWr,40
9246820967000,MWr,40
9246821002000,MWr,40
9246821037000,MWr,40
9246821072000,MWr,40
9246821107000,MWr,40
9246821144000,MWr,40
9246821177000,MWr,40
9246821218000,MWr,40
9246821251000,MWr,40
9246821288000,MWr,40
9246821323000,MWr,40
9246821358000,MWr,40
9246821393000,MWr,40
9246821448000,MWr,40
9246821487000,MWr,40
9246821522000,MWr,40
9246821557000,MWr,40
9246821592000,MWr,40
9246821627000,MWr,40
9246821662000,MWr,40
9246821697000,MWr,40
9246821736000,MWr,40
9246821771000,MWr,40
9246821806000,MWr,40
9246821841000,MWr,40
9246821876000,MWr,40
9246821911000,MWr,40
9246821946000,MWr,40
9246821981000,MWr,40
9246822020000,MWr,40
9246822055000,MWr,40
9246822090000,MWr,40
9246822125000,MWr,40
9246822160000,MWr,40
9246822195000,MWr,40
9246822230000,MWr,40
9246822269000,MWr,40
9246822304000,MWr,40
9246822339000,MWr,40
9246822374000,MWr,40
9246822409000,MWr,40
9246822444000,MWr,40
9246822479000,MWr,40
9246822518000,MWr,40
9246822553000,MWr,40
9246822588000,MWr,40
9246822623000,MWr,40
9246822658000,MWr,40
9246822693000,MWr,40
9246822728000,MWr,40
9246822763000,MWr,40
9246822802000,MWr,40
9246822837000,MWr,40
9246822872000,MWr,40
9246822907000,MWr,40
9246822942000,MWr,40
9246822977000,MWr,40
9246823012000,MWr,40
9246823051000,MWr,40
9246823086000,MWr,40
9246823121000,MWr,40
9246823156000,MWr,40
9246823191000,MWr,40
9246823226000,MWr,40
9246823261000,MWr,40
9246823300000,MWr,40
9246823335000,MWr,40
9246823610000,MWr,4
9246823694000,MWr,1
9246828252000,MWr,1
9247078128000,MWr,1
9247078370000,MRd,10
9247079286000,CplD,10
9247079654000,MRd,6
9247080558000,CplD,6
9247084858000,MRd,80
9247084864000,MRd,80
9247084872000,MRd,80
9247084880000,MRd,80
9247084888000,MRd,80
9247085748000,CplD,40
9247085782500,CplD,40
9247085817000,CplD,40
9247085855500,CplD,40
9247085890000,CplD,40
9247085924500,CplD,40
9247085959000,CplD,40
9247085993500,CplD,40
9247086028000,CplD,40
9247086062500,CplD,40
9247141502000,MWr,40
9247141537000,MWr,40
9247141572000,MWr,40
9247141611000,MWr,40
9247141646000,MWr,40
9247141681000,MWr,40
9247141716000,MWr,40
9247141751000,MWr,40
9247141786000,MWr,40
9247141821000,MWr,40
9247141860000,MWr,40
9247141895000,MWr,40
9247141930000,MWr,40
9247141965000,MWr,40
9247142000000,MWr,40
9247142035000,MWr,40
9247142756000,MWr,40
9247142791000,MWr,40
9247142826000,MWr,40
9247142861000,MWr,40
9247142900000,MWr,40
9247142935000,MWr,40
9247142970000,MWr,40
9247143005000,MWr,40
9247143040000,MWr,40
9247143075000,MWr,40
9247143110000,MWr,40
9247143147000,MWr,40
9247143184000,MWr,40
9247143219000,MWr,40
9247143254000,MWr,40
9247143291000,MWr,40
9247144620000,MWr,40
9247144653000,MWr,40
9247144688000,MWr,40
9247144727000,MWr,40
9247144764000,MWr,40
9247144799000,MWr,40
9247144834000,MWr,40
9247144869000,MWr,40
9247144904000,MWr,40
9247144939000,MWr,40
9247144974000,MWr,40
9247145013000,MWr,40
9247145048000,MWr,40
9247145083000,MWr,40
9247145118000,MWr,40
9247145153000,MWr,40
9247147900000,MWr,40
9247147935000,MWr,40
9247147970000,MWr,40
9247148006000,MWr,40
9247148626000,MWr,40
9247148661000,MWr,40
9247148696000,MWr,40
9247148731000,MWr,40
9247148766000,MWr,40
9247148801000,MWr,40
9247148836000,MWr,40
9247148871000,MWr,40
9247148910000,MWr,40
9247148945000,MWr,40
9247148980000,MWr,40
9247149015000,MWr,40
9247149290000,MWr,4
9247149372000,MWr,1
9247153092000,MWr,1
9247235568000,MWr,1
9247235808000,MRd,10
9247236736000,CplD,10
9247237092000,MRd,e
9247238014000,CplD,e
9247253434000,MWr,40
9247253469000,MWr,40
9247253504000,MWr,40
9247253539000,MWr,40
9247253574000,MWr,40
9247253613000,MWr,40
9247253648000,MWr,40
9247253683000,MWr,40
9247253718000,MWr,40
9247253753000,MWr,40
9247253788000,MWr,40
9247253823000,MWr,40
9247253862000,MWr,40
9247253897000,MWr,40
9247253932000,MWr,40
9247253967000,MWr,40
9247277938000,MWr,40
9247277973000,MWr,40
9247278008000,MWr,40
9247278043000,MWr,40
9247278078000,MWr,40
9247278117000,MWr,40
9247278152000,MWr,40
9247278187000,MWr,40
9247278224000,MWr,40
9247278257000,MWr,40
9247278292000,MWr,40
9247278329000,MWr,40
9247278368000,MWr,40
9247278401000,MWr,40
9247278438000,MWr,40
9247278473000,MWr,40
9247279238000,MWr,40
9247279273000,MWr,40
9247279308000,MWr,40
9247279343000,MWr,40
9247279378000,MWr,40
9247279417000,MWr,40
9247279452000,MWr,40
9247279487000,MWr,40
9247279522000,MWr,40
9247279557000,MWr,40
9247279592000,MWr,40
9247279627000,MWr,40
9247279666000,MWr,40
9247279701000,MWr,40
9247279736000,MWr,40
9247279771000,MWr,40
9247281138000,MWr,40
9247281173000,MWr,40
9247281212000,MWr,40
9247281247000,MWr,40
9247281282000,MWr,40
9247281317000,MWr,40
9247281352000,MWr,40
9247281387000,MWr,40
9247281422000,MWr,40
9247281457000,MWr,40
9247281496000,MWr,40
9247281531000,MWr,40
9247281566000,MWr,40
9247281601000,MWr,40
9247281636000,MWr,40
9247281671000,MWr,40
9247283058000,MWr,40
9247283093000,MWr,40
9247283128000,MWr,40
9247283163000,MWr,40
9247283198000,MWr,40
9247283233000,MWr,40
9247283268000,MWr,40
9247283308000,MWr,40
9247286282000,MWr,40
9247286317000,MWr,40
9247286352000,MWr,40
9247286387000,MWr,40
9247286426000,MWr,40
9247286461000,MWr,40
9247286496000,MWr,40
9247286531000,MWr,40
9247286566000,MWr,40
9247286601000,MWr,40
9247286636000,MWr,40
9247286675000,MWr,40
9247286710000,MWr,40
9247286745000,MWr,40
9247286780000,MWr,40
9247286817000,MWr,40
9247286850000,MWr,40
9247286887000,MWr,40
9247286922000,MWr,40
9247286961000,MWr,40
9247286996000,MWr,40
9247287031000,MWr,40
9247287066000,MWr,40
9247287101000,MWr,40
9247287556000,MWr,40
9247287591000,MWr,40
9247287626000,MWr,40
9247287661000,MWr,40
9247287696000,MWr,40
9247287735000,MWr,40
9247287770000,MWr,40
9247287805000,MWr,40
9247287840000,MWr,40
9247287875000,MWr,40
9247287910000,MWr,40
9247287945000,MWr,40
9247287984000,MWr,40
9247288021000,MWr,40
9247288054000,MWr,40
9247288091000,MWr,40
9247289468000,MWr,40
9247289503000,MWr,40
9247289542000,MWr,40
9247289577000,MWr,40
9247289612000,MWr,40
9247289647000,MWr,40
9247289682000,MWr,40
9247289717000,MWr,40
9247289752000,MWr,40
9247289787000,MWr,40
9247289826000,MWr,40
9247289861000,MWr,40
9247289898000,MWr,40
9247289931000,MWr,40
9247289966000,MWr,40
9247290001000,MWr,40
9247290278000,MWr,4
9247290366000,MWr,1
9247294926000,MWr,1
9247503522000,MWr,1
9247503762000,MRd,10
9247504682000,CplD,10
9247505044000,MRd,6
9247506232000,CplD,6
9247796762000,MWr,40
9247796797000,MWr,40
9247796832000,MWr,40
9247796867000,MWr,40
9247796902000,MWr,40
9247796937000,MWr,40
9247796976000,MWr,40
9247797011000,MWr,40
9247797046000,MWr,40
9247797081000,MWr,40
9247797116000,MWr,40
9247797151000,MWr,40
9247797186000,MWr,40
9247797225000,MWr,40
9247797276000,MWr,40
9247797311000,MWr,40
9247856432000,MWr,40
9247856467000,MWr,40
9247856502000,MWr,40
9247856537000,MWr,40
9247856572000,MWr,40
9247856607000,MWr,40
9247856646000,MWr,40
9247856681000,MWr,40
9247856716000,MWr,40
9247856751000,MWr,40
9247856788000,MWr,40
9247856821000,MWr,40
9247856858000,MWr,40
9247856897000,MWr,40
9247856932000,MWr,40
9247856967000,MWr,40
9247916164000,MWr,40
9247916199000,MWr,40
9247916234000,MWr,40
9247916273000,MWr,40
9247916308000,MWr,40
9247916343000,MWr,40
9247916378000,MWr,40
9247916413000,MWr,40
9247916448000,MWr,40
9247916483000,MWr,40
9247916522000,MWr,40
9247916557000,MWr,40
9247916592000,MWr,40
9247916629000,MWr,40
9247916664000,MWr,40
9247916699000,MWr,40
9247975522000,MWr,40
9247975557000,MWr,40
9247975592000,MWr,40
9247975627000,MWr,40
9247975666000,MWr,40
9247975701000,MWr,40
9247975736000,MWr,40
9247975771000,MWr,40
9247975806000,MWr,40
9247975841000,MWr,40
9247975876000,MWr,40
9247975915000,MWr,40
9247975950000,MWr,40
9247975985000,MWr,40
9247976020000,MWr,40
9247976057000,MWr,40
9247976330000,MWr,4
9247976420000,MWr,1
9248006194000,MWr,1
9248329902000,MWr,1
9248330142000,MRd,10
9248331048000,CplD,10
9248331408000,MRd,e
9248332332000,CplD,e
9248370622000,MWr,2
9248370762000,MRd,2
9248371568000,CplD,2
9248371996000,MWr,40
9248372031000,MWr,40
9248372068000,MWr,40
9248372107000,MWr,40
9248372142000,MWr,40
9248372177000,MWr,40
9248372212000,MWr,40
9248372247000,MWr,40
9248372282000,MWr,40
9248372317000,MWr,40
9248372492000,MRd,2
9248373368000,CplD,2
9248413026000,MWr,40
9248413061000,MWr,40
9248413096000,MWr,40
9248413131000,MWr,40
9248413166000,MWr,40
9248413201000,MWr,40
9248413236000,MWr,40
9248413275000,MWr,40
9248413310000,MWr,40
9248413345000,MWr,40
9248413380000,MWr,40
9248413415000,MWr,40
9248413450000,MWr,40
9248413485000,MWr,40
9248413524000,MWr,40
9248413559000,MWr,40
9248414104000,MWr,40
9248414139000,MWr,40
9248414174000,MWr,40
9248414209000,MWr,40
9248414244000,MWr,40
9248414279000,MWr,40
9248414318000,MWr,40
9248414353000,MWr,40
9248414388000,MWr,40
9248414423000,MWr,40
9248414458000,MWr,40
9248414493000,MWr,40
9248414528000,MWr,40
9248414567000,MWr,40
9248414602000,MWr,40
9248414637000,MWr,40
9248416702000,MWr,40
9248416737000,MWr,40
9248416772000,MWr,40
9248416807000,MWr,40
9248416842000,MWr,40
9248416877000,MWr,40
9248416916000,MWr,40
9248416951000,MWr,40
9248416986000,MWr,40
9248417021000,MWr,40
9248417056000,MWr,40
9248417091000,MWr,40
9248417126000,MWr,40
9248417165000,MWr,40
9248417200000,MWr,40
9248417235000,MWr,40
9248417270000,MWr,40
9248417305000,MWr,40
9248417340000,MWr,40
9248417375000,MWr,40
9248417410000,MWr,40
9248417449000,MWr,40
9248417484000,MWr,40
9248417519000,MWr,40
9248417554000,MWr,40
9248417589000,MWr,40
9248417624000,MWr,40
9248417659000,MWr,40
9248417708000,MWr,40
9248417743000,MWr,40
9248417778000,MWr,40
9248417813000,MWr,40
9248418612000,MWr,40
9248418647000,MWr,40
9248418682000,MWr,40
9248418721000,MWr,40
9248418756000,MWr,40
9248418791000,MWr,40
9248418826000,MWr,40
9248418861000,MWr,40
9248418896000,MWr,40
9248418931000,MWr,40
9248418966000,MWr,40
9248419005000,MWr,40
9248419040000,MWr,40
9248419075000,MWr,40
9248419110000,MWr,40
9248419145000,MWr,40
9248438982000,MWr,40
9248439017000,MWr,40
9248439056000,MWr,40
9248439091000,MWr,40
9248439126000,MWr,40
9248439161000,MWr,40
9248439196000,MWr,40
9248439231000,MWr,40
9248439266000,MWr,40
9248439307000,MWr,40
9248439342000,MWr,40
9248439377000,MWr,40
9248439412000,MWr,40
9248439447000,MWr,40
9248439482000,MWr,40
9248439517000,MWr,40
9248440894000,MWr,40
9248440927000,MWr,40
9248440962000,MWr,40
9248440997000,MWr,40
9248441032000,MWr,40
9248441069000,MWr,40
9248441104000,MWr,40
9248441143000,MWr,40
9248441178000,MWr,40
9248441213000,MWr,40
9248441248000,MWr,40
9248441283000,MWr,40
9248441318000,MWr,40
9248441353000,MWr,40
9248441392000,MWr,40
9248441427000,MWr,40
9248442808000,MWr,40
9248442843000,MWr,40
9248442878000,MWr,40
9248442913000,MWr,40
9248442952000,MWr,40
9248442987000,MWr,40
9248443022000,MWr,40
9248443057000,MWr,40
9248443092000,MWr,40
9248443127000,MWr,40
9248443162000,MWr,40
9248443197000,MWr,40
9248443238000,MWr,40
9248443273000,MWr,40
9248443308000,MWr,40
9248443343000,MWr,40
9248443618000,MWr,4
9248443702000,MWr,1
9248447738000,MWr,1
9248621976000,MWr,1
9248622216000,MRd,10
9248623132000,CplD,10
9248623494000,MRd,e
9248624406000,CplD,e
9248688566000,MWr,40
9248688601000,MWr,40
9248688638000,MWr,40
9248688673000,MWr,40
9248688708000,MWr,40
9248688760000,MWr,40
9248688795000,MWr,40
9248688834000,MWr,40
9248688869000,MWr,40
9248688904000,MWr,40
9248688939000,MWr,40
9248688974000,MWr,40
9248689009000,MWr,40
9248689044000,MWr,40
9248689079000,MWr,40
9248689118000,MWr,40
9248690406000,MWr,40
9248690441000,MWr,40
9248690476000,MWr,40
9248690511000,MWr,40
9248690546000,MWr,40
9248690581000,MWr,40
9248690616000,MWr,40
9248690655000,MWr,40
9248690690000,MWr,40
9248690725000,MWr,40
9248690760000,MWr,40
9248690795000,MWr,40
9248690830000,MWr,40
9248690867000,MWr,40
9248690902000,MWr,40
9248690941000,MWr,40
9248692336000,MWr,40
9248692371000,MWr,40
9248692406000,MWr,40
9248692441000,MWr,40
9248692480000,MWr,40
9248692515000,MWr,40
9248692550000,MWr,40
9248692585000,MWr,40
9248692620000,MWr,40
9248692655000,MWr,40
9248692690000,MWr,40
9248692725000,MWr,40
9248692766000,MWr,40
9248692801000,MWr,40
9248692836000,MWr,40
9248692871000,MWr,40
9248694954000,MWr,40
9248694989000,MWr,40
9248695024000,MWr,40
9248695059000,MWr,40
9248695098000,MWr,40
9248695133000,MWr,40
9248695168000,MWr,40
9248695203000,MWr,40
9248695238000,MWr,40
9248695273000,MWr,40
9248695308000,MWr,40
9248695343000,MWr,40
9248695382000,MWr,40
9248695419000,MWr,40
9248695454000,MWr,40
9248695489000,MWr,40
9248697016000,MWr,40
9248697051000,MWr,40
9248697086000,MWr,40
9248697121000,MWr,40
9248697156000,MWr,40
9248697195000,MWr,40
9248697232000,MWr,40
9248697267000,MWr,40
9248697302000,MWr,40
9248697337000,MWr,40
9248697372000,MWr,40
9248697407000,MWr,40
9248697446000,MWr,40
9248697481000,MWr,40
9248697516000,MWr,40
9248697551000,MWr,40
9248698856000,MWr,40
9248698891000,MWr,40
9248698926000,MWr,40
9248698961000,MWr,40
9248699000000,MWr,40
9248699035000,MWr,40
9248699070000,MWr,40
9248699105000,MWr,40
9248699140000,MWr,40
9248699175000,MWr,40
9248699210000,MWr,40
9248699245000,MWr,40
9248699286000,MWr,40
9248699321000,MWr,40
9248699356000,MWr,40
9248699391000,MWr,40
9248700804000,MWr,40
9248700843000,MWr,40
9248700878000,MWr,40
9248700913000,MWr,40
9248700948000,MWr,40
9248700983000,MWr,40
9248701020000,MWr,40
9248701055000,MWr,40
9248701094000,MWr,40
9248701129000,MWr,40
9248701164000,MWr,40
9248701199000,MWr,40
9248701234000,MWr,40
9248701269000,MWr,40
9248701304000,MWr,40
9248701339000,MWr,40
9248704598000,MWr,40
9248704635000,MWr,40
9248704670000,MWr,40
9248704705000,MWr,40
9248704744000,MWr,40
9248704779000,MWr,40
9248704814000,MWr,40
9248704849000,MWr,40
9248704884000,MWr,40
9248704919000,MWr,40
9248704954000,MWr,40
9248704993000,MWr,40
9248705028000,MWr,40
9248705063000,MWr,40
9248705098000,MWr,40
9248705133000,MWr,40
9248705408000,MWr,4
9248705492000,MWr,1
9248711178000,MWr,1
9248736236000,MWr,1
9248736476000,MRd,10
9248737406000,CplD,10
9248743208000,MRd,80
9248743216000,MRd,80
9248743224000,MRd,80
9248743232000,MRd,80
9248743240000,MRd,80
9248744104000,CplD,40
9248744138500,CplD,40
9248744171000,CplD,40
9248744205500,CplD,40
9248744240000,CplD,40
9248744274500,CplD,40
9248744309000,CplD,40
9248744347500,CplD,40
9248744384000,CplD,40
9248744418500,CplD,40
9248749528000,MWr,1
9248749762000,MRd,10
9248750694000,CplD,10
9248751052000,MRd,6
9248751974000,CplD,6
9248779372000,MWr,40
9248779407000,MWr,40
9248779442000,MWr,40
9248779481000,MWr,40
9248779516000,MWr,40
9248779551000,MWr,40
9248779588000,MWr,40
9248779623000,MWr,40
9248779658000,MWr,40
9248779693000,MWr,40
9248779728000,MWr,40
9248779767000,MWr,40
9248779802000,MWr,40
9248779837000,MWr,40
9248779872000,MWr,40
9248779907000,MWr,40
